[2025-07-27 00:14:56] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:02] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:03] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:04] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:05] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:06] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
[2025-07-27 00:40:07] [INFO] [RuleStrategyD] RuleStrategyD 초기화: 변동성(1.5), 감정(0.2), 체제(0.3)
